Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Bulgaria","Production","Rye","2023","t","14660"
"Crops and livestock products","Bulgaria","Yield","Seed cotton, unginned","2015","kg/ha","717.6"
"Crops and livestock products","Bulgaria","Production","Seed cotton, unginned","2015","t","1558"
"Crops and livestock products","Bulgaria","Yield","Seed cotton, unginned","2016","kg/ha","946.8"
"Crops and livestock products","Bulgaria","Production","Seed cotton, unginned","2016","t","4251"
"Crops and livestock products","Bulgaria","Yield","Seed cotton, unginned","2017","kg/ha","912.2"
"Crops and livestock products","Bulgaria","Production","Seed cotton, unginned","2017","t","4383"
"Crops and livestock products","Bulgaria","Yield","Seed cotton, unginned","2018","kg/ha","755.5"
"Crops and livestock products","Bulgaria","Production","Seed cotton, unginned","2018","t","2385"
"Crops and livestock products","Bulgaria","Yield","Seed cotton, unginned","2019","kg/ha","895.4"
"Crops and livestock products","Bulgaria","Production","Seed cotton, unginned","2019","t","3099"
"Crops and livestock products","Bulgaria","Yield","Seed cotton, unginned","2020","kg/ha","763.1"
"Crops and livestock products","Bulgaria","Production","Seed cotton, unginned","2020","t","2503"
"Crops and livestock products","Bulgaria","Yield","Seed cotton, unginned","2021","kg/ha","621.1"
"Crops and livestock products","Bulgaria","Production","Seed cotton, unginned","2021","t","1462"
"Crops and livestock products","Bulgaria","Production","Sesame seed","2015","t",""
"Crops and livestock products","Bulgaria","Production","Sesame seed","2016","t",""
"Crops and livestock products","Bulgaria","Production","Sesame seed","2017","t",""
"Crops and livestock products","Bulgaria","Yield","Sorghum","2015","kg/ha","2498.3"
"Crops and livestock products","Bulgaria","Production","Sorghum","2015","t","17041"
"Crops and livestock products","Bulgaria","Yield","Sorghum","2016","kg/ha","2344.8"
"Crops and livestock products","Bulgaria","Production","Sorghum","2016","t","7705"
"Crops and livestock products","Bulgaria","Yield","Sorghum","2017","kg/ha","2883.2"
"Crops and livestock products","Bulgaria","Production","Sorghum","2017","t","12219"
"Crops and livestock products","Bulgaria","Yield","Sorghum","2018","kg/ha","4177.2"
"Crops and livestock products","Bulgaria","Production","Sorghum","2018","t","37010"
"Crops and livestock products","Bulgaria","Yield","Sorghum","2019","kg/ha","3298.3"
"Crops and livestock products","Bulgaria","Production","Sorghum","2019","t","23220"
"Crops and livestock products","Bulgaria","Yield","Sorghum","2020","kg/ha","3478.5"
"Crops and livestock products","Bulgaria","Production","Sorghum","2020","t","11340"
"Crops and livestock products","Bulgaria","Yield","Sorghum","2021","kg/ha","2871"
"Crops and livestock products","Bulgaria","Production","Sorghum","2021","t","5340"
"Crops and livestock products","Bulgaria","Yield","Sorghum","2022","kg/ha","2398.4"
"Crops and livestock products","Bulgaria","Production","Sorghum","2022","t","6020"
"Crops and livestock products","Bulgaria","Yield","Sorghum","2023","kg/ha","2491.5"
"Crops and livestock products","Bulgaria","Production","Sorghum","2023","t","8820"
"Crops and livestock products","Bulgaria","Yield","Sour cherries","2015","kg/ha","2837.6"
"Crops and livestock products","Bulgaria","Production","Sour cherries","2015","t","3425"
"Crops and livestock products","Bulgaria","Yield","Sour cherries","2016","kg/ha","3118.7"
"Crops and livestock products","Bulgaria","Production","Sour cherries","2016","t","3546"
"Crops and livestock products","Bulgaria","Yield","Sour cherries","2017","kg/ha","3823.1"
"Crops and livestock products","Bulgaria","Production","Sour cherries","2017","t","4106"
"Crops and livestock products","Bulgaria","Yield","Sour cherries","2018","kg/ha","4059.3"
"Crops and livestock products","Bulgaria","Production","Sour cherries","2018","t","4790"
"Crops and livestock products","Bulgaria","Yield","Sour cherries","2019","kg/ha","3872.2"
"Crops and livestock products","Bulgaria","Production","Sour cherries","2019","t","5150"
"Crops and livestock products","Bulgaria","Yield","Sour cherries","2020","kg/ha","4372.7"
"Crops and livestock products","Bulgaria","Production","Sour cherries","2020","t","4810"
"Crops and livestock products","Bulgaria","Yield","Sour cherries","2021","kg/ha","3737.3"
"Crops and livestock products","Bulgaria","Production","Sour cherries","2021","t","4410"
"Crops and livestock products","Bulgaria","Yield","Sour cherries","2022","kg/ha","3837.8"
"Crops and livestock products","Bulgaria","Production","Sour cherries","2022","t","4260"
"Crops and livestock products","Bulgaria","Yield","Sour cherries","2023","kg/ha","3516.1"
"Crops and livestock products","Bulgaria","Production","Sour cherries","2023","t","3270"
"Crops and livestock products","Bulgaria","Yield","Soya beans","2015","kg/ha","1168.6"
"Crops and livestock products","Bulgaria","Production","Soya beans","2015","t","40281"
"Crops and livestock products","Bulgaria","Yield","Soya beans","2016","kg/ha","1292.3"
"Crops and livestock products","Bulgaria","Production","Soya beans","2016","t","18301"
"Crops and livestock products","Bulgaria","Yield","Soya beans","2017","kg/ha","1734.6"
"Crops and livestock products","Bulgaria","Production","Soya beans","2017","t","20000"
"Crops and livestock products","Bulgaria","Yield","Soya beans","2018","kg/ha","2038.8"
"Crops and livestock products","Bulgaria","Production","Soya beans","2018","t","4730"
"Crops and livestock products","Bulgaria","Yield","Soya beans","2019","kg/ha","1961.1"
"Crops and livestock products","Bulgaria","Production","Soya beans","2019","t","7570"
"Crops and livestock products","Bulgaria","Yield","Soya beans","2020","kg/ha","1374.7"
"Crops and livestock products","Bulgaria","Production","Soya beans","2020","t","6200"
"Crops and livestock products","Bulgaria","Yield","Soya beans","2021","kg/ha","1412.1"
"Crops and livestock products","Bulgaria","Production","Soya beans","2021","t","2810"
"Crops and livestock products","Bulgaria","Yield","Soya beans","2022","kg/ha","1071.6"
"Crops and livestock products","Bulgaria","Production","Soya beans","2022","t","10180"
"Crops and livestock products","Bulgaria","Yield","Soya beans","2023","kg/ha","1654"
"Crops and livestock products","Bulgaria","Production","Soya beans","2023","t","6070"
"Crops and livestock products","Bulgaria","Yield","Spinach","2015","kg/ha","9469.4"
"Crops and livestock products","Bulgaria","Production","Spinach","2015","t","464"
"Crops and livestock products","Bulgaria","Yield","Spinach","2016","kg/ha","11041.7"
"Crops and livestock products","Bulgaria","Production","Spinach","2016","t","1060"
"Crops and livestock products","Bulgaria","Yield","Spinach","2017","kg/ha","5666.7"
"Crops and livestock products","Bulgaria","Production","Spinach","2017","t","374"
"Crops and livestock products","Bulgaria","Yield","Spinach","2018","kg/ha","2538.5"
"Crops and livestock products","Bulgaria","Production","Spinach","2018","t","330"
"Crops and livestock products","Bulgaria","Yield","Spinach","2019","kg/ha","6444.4"
"Crops and livestock products","Bulgaria","Production","Spinach","2019","t","580"
"Crops and livestock products","Bulgaria","Yield","Spinach","2020","kg/ha","6066.7"
"Crops and livestock products","Bulgaria","Production","Spinach","2020","t","910"
"Crops and livestock products","Bulgaria","Yield","Spinach","2021","kg/ha","5857.1"
"Crops and livestock products","Bulgaria","Production","Spinach","2021","t","410"
"Crops and livestock products","Bulgaria","Yield","Spinach","2022","kg/ha","5200"
"Crops and livestock products","Bulgaria","Production","Spinach","2022","t","520"
"Crops and livestock products","Bulgaria","Yield","Spinach","2023","kg/ha","4000"
"Crops and livestock products","Bulgaria","Production","Spinach","2023","t","160"
"Crops and livestock products","Bulgaria","Yield","Strawberries","2015","kg/ha","6586.3"
"Crops and livestock products","Bulgaria","Production","Strawberries","2015","t","4999"
"Crops and livestock products","Bulgaria","Yield","Strawberries","2016","kg/ha","7686.6"
"Crops and livestock products","Bulgaria","Production","Strawberries","2016","t","5150"
"Crops and livestock products","Bulgaria","Yield","Strawberries","2017","kg/ha","8181.7"
"Crops and livestock products","Bulgaria","Production","Strawberries","2017","t","5359"
"Crops and livestock products","Bulgaria","Yield","Strawberries","2018","kg/ha","6616.4"
"Crops and livestock products","Bulgaria","Production","Strawberries","2018","t","4830"
"Crops and livestock products","Bulgaria","Yield","Strawberries","2019","kg/ha","6436.6"
"Crops and livestock products","Bulgaria","Production","Strawberries","2019","t","4570"
"Crops and livestock products","Bulgaria","Yield","Strawberries","2020","kg/ha","5770.3"
"Crops and livestock products","Bulgaria","Production","Strawberries","2020","t","4270"
"Crops and livestock products","Bulgaria","Yield","Strawberries","2021","kg/ha","7388.2"
"Crops and livestock products","Bulgaria","Production","Strawberries","2021","t","6280"
"Crops and livestock products","Bulgaria","Yield","Strawberries","2022","kg/ha","6662.3"
"Crops and livestock products","Bulgaria","Production","Strawberries","2022","t","5130"
"Crops and livestock products","Bulgaria","Yield","Strawberries","2023","kg/ha","6855.3"
"Crops and livestock products","Bulgaria","Production","Strawberries","2023","t","5210"
"Crops and livestock products","Bulgaria","Production","Sugar beet","2015","t",""
"Crops and livestock products","Bulgaria","Production","Sugar beet","2016","t",""
"Crops and livestock products","Bulgaria","Production","Sugar beet","2017","t",""
"Crops and livestock products","Bulgaria","Production","Sugar beet","2018","t","0"
"Crops and livestock products","Bulgaria","Production","Sugar beet","2019","t","0"
"Crops and livestock products","Bulgaria","Production","Sugar beet","2020","t","0"
"Crops and livestock products","Bulgaria","Production","Sugar beet","2021","t","0"
"Crops and livestock products","Bulgaria","Yield","Sunflower seed","2015","kg/ha","2095.6"
"Crops and livestock products","Bulgaria","Production","Sunflower seed","2015","t","1699228"
"Crops and livestock products","Bulgaria","Yield","Sunflower seed","2016","kg/ha","2291.9"
"Crops and livestock products","Bulgaria","Production","Sunflower seed","2016","t","1873677"
"Crops and livestock products","Bulgaria","Yield","Sunflower seed","2017","kg/ha","2288.5"
"Crops and livestock products","Bulgaria","Production","Sunflower seed","2017","t","2056987"
"Crops and livestock products","Bulgaria","Yield","Sunflower seed","2018","kg/ha","2464.9"
"Crops and livestock products","Bulgaria","Production","Sunflower seed","2018","t","1943980"
"Crops and livestock products","Bulgaria","Yield","Sunflower seed","2019","kg/ha","2375.3"
"Crops and livestock products","Bulgaria","Production","Sunflower seed","2019","t","1937210"
"Crops and livestock products","Bulgaria","Yield","Sunflower seed","2020","kg/ha","2109.1"
"Crops and livestock products","Bulgaria","Production","Sunflower seed","2020","t","1733530"
"Crops and livestock products","Bulgaria","Yield","Sunflower seed","2021","kg/ha","2393.6"
"Crops and livestock products","Bulgaria","Production","Sunflower seed","2021","t","2002180"
"Crops and livestock products","Bulgaria","Yield","Sunflower seed","2022","kg/ha","2334.4"
"Crops and livestock products","Bulgaria","Production","Sunflower seed","2022","t","2140590"
"Crops and livestock products","Bulgaria","Yield","Sunflower seed","2023","kg/ha","2050.8"
"Crops and livestock products","Bulgaria","Production","Sunflower seed","2023","t","1783990"
"Crops and livestock products","Bulgaria","Production","Tangerines, mandarins, clementines","2018","t","0"
"Crops and livestock products","Bulgaria","Production","Tangerines, mandarins, clementines","2019","t","0"
"Crops and livestock products","Bulgaria","Production","Tangerines, mandarins, clementines","2020","t","0"
"Crops and livestock products","Bulgaria","Production","Tangerines, mandarins, clementines","2021","t","0"
"Crops and livestock products","Bulgaria","Production","Tangerines, mandarins, clementines","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Tangerines, mandarins, clementines","2023","t","0"
"Crops and livestock products","Bulgaria","Yield","Tomatoes","2015","kg/ha","37143.8"
"Crops and livestock products","Bulgaria","Production","Tomatoes","2015","t","121646"
"Crops and livestock products","Bulgaria","Yield","Tomatoes","2016","kg/ha","39127.3"
"Crops and livestock products","Bulgaria","Production","Tomatoes","2016","t","141367"
"Crops and livestock products","Bulgaria","Yield","Tomatoes","2017","kg/ha","36280.2"
"Crops and livestock products","Bulgaria","Production","Tomatoes","2017","t","158762"
"Crops and livestock products","Bulgaria","Yield","Tomatoes","2018","kg/ha","32761.1"
"Crops and livestock products","Bulgaria","Production","Tomatoes","2018","t","148080"
"Crops and livestock products","Bulgaria","Yield","Tomatoes","2019","kg/ha","28157.3"
"Crops and livestock products","Bulgaria","Production","Tomatoes","2019","t","145010"
"Crops and livestock products","Bulgaria","Yield","Tomatoes","2020","kg/ha","37472.5"
"Crops and livestock products","Bulgaria","Production","Tomatoes","2020","t","115790"
"Crops and livestock products","Bulgaria","Yield","Tomatoes","2021","kg/ha","37921.8"
"Crops and livestock products","Bulgaria","Production","Tomatoes","2021","t","116420"
"Crops and livestock products","Bulgaria","Yield","Tomatoes","2022","kg/ha","41058.4"
"Crops and livestock products","Bulgaria","Production","Tomatoes","2022","t","126460"
"Crops and livestock products","Bulgaria","Yield","Tomatoes","2023","kg/ha","36367.9"
"Crops and livestock products","Bulgaria","Production","Tomatoes","2023","t","115650"
"Crops and livestock products","Bulgaria","Yield","Triticale","2015","kg/ha","3020.4"
"Crops and livestock products","Bulgaria","Production","Triticale","2015","t","38402"
"Crops and livestock products","Bulgaria","Yield","Triticale","2016","kg/ha","3060.7"
"Crops and livestock products","Bulgaria","Production","Triticale","2016","t","49265"
"Crops and livestock products","Bulgaria","Yield","Triticale","2017","kg/ha","3169.3"
"Crops and livestock products","Bulgaria","Production","Triticale","2017","t","59140"
"Crops and livestock products","Bulgaria","Yield","Triticale","2018","kg/ha","2715.9"
"Crops and livestock products","Bulgaria","Production","Triticale","2018","t","41200"
"Crops and livestock products","Bulgaria","Yield","Triticale","2019","kg/ha","2906.6"
"Crops and livestock products","Bulgaria","Production","Triticale","2019","t","44180"
"Crops and livestock products","Bulgaria","Yield","Triticale","2020","kg/ha","3056.8"
"Crops and livestock products","Bulgaria","Production","Triticale","2020","t","41450"
"Crops and livestock products","Bulgaria","Yield","Triticale","2021","kg/ha","3400.9"
"Crops and livestock products","Bulgaria","Production","Triticale","2021","t","54210"
"Crops and livestock products","Bulgaria","Yield","Triticale","2022","kg/ha","3037.5"
"Crops and livestock products","Bulgaria","Production","Triticale","2022","t","42950"
"Crops and livestock products","Bulgaria","Yield","Triticale","2023","kg/ha","3364.2"
"Crops and livestock products","Bulgaria","Production","Triticale","2023","t","118250"
"Crops and livestock products","Bulgaria","Production","True hemp, raw or retted","2015","t",""
"Crops and livestock products","Bulgaria","Production","True hemp, raw or retted","2016","t",""
"Crops and livestock products","Bulgaria","Production","True hemp, raw or retted","2017","t",""
"Crops and livestock products","Bulgaria","Production","True hemp, raw or retted","2018","t","0"
"Crops and livestock products","Bulgaria","Yield","True hemp, raw or retted","2019","kg/ha","1465.3"
"Crops and livestock products","Bulgaria","Production","True hemp, raw or retted","2019","t","1480"
"Crops and livestock products","Bulgaria","Yield","True hemp, raw or retted","2020","kg/ha","2704.9"
"Crops and livestock products","Bulgaria","Production","True hemp, raw or retted","2020","t","1650"
"Crops and livestock products","Bulgaria","Yield","True hemp, raw or retted","2021","kg/ha","1000"
"Crops and livestock products","Bulgaria","Production","True hemp, raw or retted","2021","t","160"
"Crops and livestock products","Bulgaria","Production","True hemp, raw or retted","2022","t","0"
"Crops and livestock products","Bulgaria","Yield","Unmanufactured tobacco","2015","kg/ha","1757.5"
"Crops and livestock products","Bulgaria","Production","Unmanufactured tobacco","2015","t","23480"
"Crops and livestock products","Bulgaria","Yield","Unmanufactured tobacco","2016","kg/ha","1526.7"
"Crops and livestock products","Bulgaria","Production","Unmanufactured tobacco","2016","t","15211"
"Crops and livestock products","Bulgaria","Yield","Unmanufactured tobacco","2017","kg/ha","1688.9"
"Crops and livestock products","Bulgaria","Production","Unmanufactured tobacco","2017","t","13040"
"Crops and livestock products","Bulgaria","Yield","Unmanufactured tobacco","2018","kg/ha","1487.1"
"Crops and livestock products","Bulgaria","Production","Unmanufactured tobacco","2018","t","8640"
"Crops and livestock products","Bulgaria","Yield","Unmanufactured tobacco","2019","kg/ha","1830.5"
"Crops and livestock products","Bulgaria","Production","Unmanufactured tobacco","2019","t","6480"
"Crops and livestock products","Bulgaria","Yield","Unmanufactured tobacco","2020","kg/ha","1705.3"
"Crops and livestock products","Bulgaria","Production","Unmanufactured tobacco","2020","t","5440"
"Crops and livestock products","Bulgaria","Yield","Unmanufactured tobacco","2021","kg/ha","1600.5"
"Crops and livestock products","Bulgaria","Production","Unmanufactured tobacco","2021","t","6050"
"Crops and livestock products","Bulgaria","Yield","Unmanufactured tobacco","2022","kg/ha","1578.5"
"Crops and livestock products","Bulgaria","Production","Unmanufactured tobacco","2022","t","3820"
"Crops and livestock products","Bulgaria","Yield","Unmanufactured tobacco","2023","kg/ha","1652.7"
"Crops and livestock products","Bulgaria","Production","Unmanufactured tobacco","2023","t","3950"
"Crops and livestock products","Bulgaria","Yield","Vetches","2015","kg/ha","1616.5"
"Crops and livestock products","Bulgaria","Production","Vetches","2015","t","1644"
"Crops and livestock products","Bulgaria","Yield","Vetches","2016","kg/ha","1396"
"Crops and livestock products","Bulgaria","Production","Vetches","2016","t","1456"
"Crops and livestock products","Bulgaria","Yield","Vetches","2017","kg/ha","3669"
"Crops and livestock products","Bulgaria","Production","Vetches","2017","t","31021"
"Crops and livestock products","Bulgaria","Yield","Walnuts, in shell","2015","kg/ha","717.5"
"Crops and livestock products","Bulgaria","Production","Walnuts, in shell","2015","t","3627"
"Crops and livestock products","Bulgaria","Yield","Walnuts, in shell","2016","kg/ha","789.6"
"Crops and livestock products","Bulgaria","Production","Walnuts, in shell","2016","t","4959"
"Crops and livestock products","Bulgaria","Yield","Walnuts, in shell","2017","kg/ha","703.2"
"Crops and livestock products","Bulgaria","Production","Walnuts, in shell","2017","t","3549"
"Crops and livestock products","Bulgaria","Yield","Walnuts, in shell","2018","kg/ha","828.5"
"Crops and livestock products","Bulgaria","Production","Walnuts, in shell","2018","t","5120"
"Crops and livestock products","Bulgaria","Yield","Walnuts, in shell","2019","kg/ha","761"
"Crops and livestock products","Bulgaria","Production","Walnuts, in shell","2019","t","4840"
"Crops and livestock products","Bulgaria","Yield","Walnuts, in shell","2020","kg/ha","669"
"Crops and livestock products","Bulgaria","Production","Walnuts, in shell","2020","t","4750"
"Crops and livestock products","Bulgaria","Yield","Walnuts, in shell","2021","kg/ha","586.1"
"Crops and livestock products","Bulgaria","Production","Walnuts, in shell","2021","t","4730"
"Crops and livestock products","Bulgaria","Yield","Walnuts, in shell","2022","kg/ha","485"
"Crops and livestock products","Bulgaria","Production","Walnuts, in shell","2022","t","4040"
"Crops and livestock products","Bulgaria","Yield","Walnuts, in shell","2023","kg/ha","459.4"
"Crops and livestock products","Bulgaria","Production","Walnuts, in shell","2023","t","3450"
"Crops and livestock products","Bulgaria","Yield","Watermelons","2015","kg/ha","18638.5"
"Crops and livestock products","Bulgaria","Production","Watermelons","2015","t","59960"
"Crops and livestock products","Bulgaria","Yield","Watermelons","2016","kg/ha","18077.5"
"Crops and livestock products","Bulgaria","Production","Watermelons","2016","t","85651"
"Crops and livestock products","Bulgaria","Yield","Watermelons","2017","kg/ha","22435.9"
"Crops and livestock products","Bulgaria","Production","Watermelons","2017","t","108141"
"Crops and livestock products","Bulgaria","Yield","Watermelons","2018","kg/ha","21990.7"
"Crops and livestock products","Bulgaria","Production","Watermelons","2018","t","95000"
"Crops and livestock products","Bulgaria","Yield","Watermelons","2019","kg/ha","20249"
"Crops and livestock products","Bulgaria","Production","Watermelons","2019","t","96790"
"Crops and livestock products","Bulgaria","Yield","Watermelons","2020","kg/ha","19739.8"
"Crops and livestock products","Bulgaria","Production","Watermelons","2020","t","87250"
"Crops and livestock products","Bulgaria","Yield","Watermelons","2021","kg/ha","22597.9"
"Crops and livestock products","Bulgaria","Production","Watermelons","2021","t","107340"
"Crops and livestock products","Bulgaria","Yield","Watermelons","2022","kg/ha","23946.1"
"Crops and livestock products","Bulgaria","Production","Watermelons","2022","t","79980"
"Crops and livestock products","Bulgaria","Yield","Watermelons","2023","kg/ha","21598.4"
"Crops and livestock products","Bulgaria","Production","Watermelons","2023","t","80130"
"Crops and livestock products","Bulgaria","Yield","Wheat","2015","kg/ha","4531.6"
"Crops and livestock products","Bulgaria","Production","Wheat","2015","t","5011597"
"Crops and livestock products","Bulgaria","Yield","Wheat","2016","kg/ha","4748.3"
"Crops and livestock products","Bulgaria","Production","Wheat","2016","t","5662721"
"Crops and livestock products","Bulgaria","Yield","Wheat","2017","kg/ha","5358.3"
"Crops and livestock products","Bulgaria","Production","Wheat","2017","t","6132671"
"Crops and livestock products","Bulgaria","Yield","Wheat","2018","kg/ha","4912.9"
"Crops and livestock products","Bulgaria","Production","Wheat","2018","t","5954520"
"Crops and livestock products","Bulgaria","Yield","Wheat","2019","kg/ha","5272.2"
"Crops and livestock products","Bulgaria","Production","Wheat","2019","t","6319630"
"Crops and livestock products","Bulgaria","Yield","Wheat","2020","kg/ha","4039.3"
"Crops and livestock products","Bulgaria","Production","Wheat","2020","t","4847940"
"Crops and livestock products","Bulgaria","Yield","Wheat","2021","kg/ha","6087.8"
"Crops and livestock products","Bulgaria","Production","Wheat","2021","t","7342990"
"Crops and livestock products","Bulgaria","Yield","Wheat","2022","kg/ha","5343.8"
"Crops and livestock products","Bulgaria","Production","Wheat","2022","t","6447770"
"Crops and livestock products","Bulgaria","Yield","Wheat","2023","kg/ha","5614.5"
"Crops and livestock products","Bulgaria","Production","Wheat","2023","t","6854760"
